fixture_id,match,date,league,prediction,confidence,expected_value,recommendation,stake_percentage,risk_level
19354723,Rosenborg vs Bodø / Glimt,2025-09-21,Eliteserien,H,0.4350329637527466,0.0,AVOID,0.0,High
19354724,Sandefjord vs Brann,2025-09-21,Eliteserien,A,0.6557612419128418,0.0,SMALL BET,1.0,Low
19354725,Strømsgodset vs Sarpsborg 08,2025-09-21,Eliteserien,A,0.49105626344680786,0.0,AVOID,0.0,High
19354726,Tromsø vs HamKam,2025-09-21,Eliteserien,H,0.6371371150016785,0.0,SMALL BET,1.0,Low
19354727,Viking vs Molde,2025-09-21,Eliteserien,A,0.8007251620292664,0.0,SMALL BET,1.0,Low
19354728,Vålerenga vs KFUM,2025-09-21,Eliteserien,A,0.7216606736183167,0.0,SMALL BET,1.0,Low
19347879,AIK vs GAIS,2025-09-27,Allsvenskan,A,0.7857743501663208,0.0,SMALL BET,1.0,Low
19347880,Djurgården vs Sirius,2025-09-27,Allsvenskan,A,0.4744585156440735,0.0,AVOID,0.0,High
19347881,Brommapojkarna vs Mjällby,2025-09-27,Allsvenskan,D,0.5519324541091919,0.0,AVOID,0.0,High
19347882,Elfsborg vs Degerfors,2025-09-27,Allsvenskan,A,0.7201230525970459,0.0,SMALL BET,1.0,Low
19347883,Häcken vs Norrköping,2025-09-27,Allsvenskan,A,0.6650799512863159,0.0,SMALL BET,1.0,Low
19347884,Öster vs IFK Göteborg,2025-09-27,Allsvenskan,A,0.7286691665649414,0.0,SMALL BET,1.0,Low
19347885,Malmö FF vs Värnamo,2025-09-27,Allsvenskan,A,0.5016230344772339,0.0,AVOID,0.0,High
19347886,Halmstad vs Hammarby,2025-09-27,Allsvenskan,D,0.4617217481136322,0.0,AVOID,0.0,High
19354729,Brann vs Bodø / Glimt,2025-09-28,Eliteserien,A,0.6400654911994934,0.0,SMALL BET,1.0,Low
19354730,Bryne vs Kristiansund,2025-09-28,Eliteserien,A,0.44022655487060547,0.0,AVOID,0.0,High
19354731,HamKam vs Rosenborg,2025-09-28,Eliteserien,A,0.6841292381286621,0.0,SMALL BET,1.0,Low
19354732,Haugesund vs Sandefjord,2025-09-28,Eliteserien,A,0.4497050344944,0.0,AVOID,0.0,High
19354733,KFUM vs Fredrikstad,2025-09-28,Eliteserien,A,0.6333893537521362,0.0,SMALL BET,1.0,Low
19354734,Molde vs Vålerenga,2025-09-28,Eliteserien,A,0.570484459400177,0.0,AVOID,0.0,High
19354735,Sarpsborg 08 vs Viking,2025-09-28,Eliteserien,A,0.6160942316055298,0.0,SMALL BET,1.0,Low
19354736,Tromsø vs Strømsgodset,2025-09-28,Eliteserien,A,0.6408271193504333,0.0,SMALL BET,1.0,Low
19347887,AIK vs Värnamo,2025-10-04,Allsvenskan,A,0.7742790579795837,0.0,SMALL BET,1.0,Low
19347888,Brommapojkarna vs Häcken,2025-10-04,Allsvenskan,A,0.7723879814147949,0.0,SMALL BET,1.0,Low
19347889,GAIS vs Norrköping,2025-10-04,Allsvenskan,A,0.6126224994659424,0.0,SMALL BET,1.0,Low
19347890,IFK Göteborg vs Hammarby,2025-10-04,Allsvenskan,A,0.6030396223068237,0.0,SMALL BET,1.0,Low
19347891,Öster vs Halmstad,2025-10-04,Allsvenskan,A,0.6881322860717773,0.0,SMALL BET,1.0,Low
19347892,Mjällby vs Elfsborg,2025-10-04,Allsvenskan,H,0.45787525177001953,0.0,AVOID,0.0,High
19347893,Sirius vs Malmö FF,2025-10-04,Allsvenskan,A,0.7133058905601501,0.0,SMALL BET,1.0,Low
19347894,Degerfors vs Djurgården,2025-10-04,Allsvenskan,A,0.5394477844238281,0.0,AVOID,0.0,High
19354737,Bodø / Glimt vs Haugesund,2025-10-05,Eliteserien,D,0.6219477653503418,0.0,SMALL BET,1.0,Low
19354738,Fredrikstad vs HamKam,2025-10-05,Eliteserien,H,0.45815324783325195,0.0,AVOID,0.0,High
19354739,Kristiansund vs Molde,2025-10-05,Eliteserien,D,0.4717552959918976,0.0,AVOID,0.0,High
19354740,Rosenborg vs Sarpsborg 08,2025-10-05,Eliteserien,A,0.5545027852058411,0.0,AVOID,0.0,High
19354741,Sandefjord vs Bryne,2025-10-05,Eliteserien,A,0.7844887971878052,0.0,SMALL BET,1.0,Low
19354742,Strømsgodset vs KFUM,2025-10-05,Eliteserien,A,0.7809022665023804,0.0,SMALL BET,1.0,Low
19354743,Viking vs Brann,2025-10-05,Eliteserien,A,0.7361617088317871,0.0,SMALL BET,1.0,Low
19354744,Vålerenga vs Tromsø,2025-10-05,Eliteserien,A,0.6551807522773743,0.0,SMALL BET,1.0,Low
19347895,Hammarby vs AIK,2025-10-18,Allsvenskan,A,0.4465927481651306,0.0,AVOID,0.0,High
19347896,Elfsborg vs Öster,2025-10-18,Allsvenskan,A,0.8154125809669495,0.0,SMALL BET,1.0,Low
19347897,GAIS vs Djurgården,2025-10-18,Allsvenskan,A,0.7028536200523376,0.0,SMALL BET,1.0,Low
19347898,IFK Göteborg vs Mjällby,2025-10-18,Allsvenskan,A,0.6654903292655945,0.0,SMALL BET,1.0,Low
19347899,Häcken vs Sirius,2025-10-18,Allsvenskan,A,0.5495493412017822,0.0,AVOID,0.0,High
19347900,Norrköping vs Malmö FF,2025-10-18,Allsvenskan,A,0.507309079170227,0.0,AVOID,0.0,High
19347901,Degerfors vs Halmstad,2025-10-18,Allsvenskan,A,0.6311299800872803,0.0,SMALL BET,1.0,Low
19347902,Värnamo vs Brommapojkarna,2025-10-18,Allsvenskan,A,0.6935048699378967,0.0,SMALL BET,1.0,Low
19354745,Brann vs Haugesund,2025-10-19,Eliteserien,A,0.6214572191238403,0.0,SMALL BET,1.0,Low
19354746,Bryne vs Rosenborg,2025-10-19,Eliteserien,A,0.6608113646507263,0.0,SMALL BET,1.0,Low
19354747,HamKam vs Vålerenga,2025-10-19,Eliteserien,A,0.6922086477279663,0.0,SMALL BET,1.0,Low
19354748,KFUM vs Kristiansund,2025-10-19,Eliteserien,A,0.6684762239456177,0.0,SMALL BET,1.0,Low
19354749,Molde vs Sandefjord,2025-10-19,Eliteserien,A,0.4617014527320862,0.0,AVOID,0.0,High
19354750,Sarpsborg 08 vs Bodø / Glimt,2025-10-19,Eliteserien,A,0.6808353662490845,0.0,SMALL BET,1.0,Low
19354751,Strømsgodset vs Fredrikstad,2025-10-19,Eliteserien,A,0.4397051930427551,0.0,AVOID,0.0,High
19354752,Tromsø vs Viking,2025-10-19,Eliteserien,A,0.6505340337753296,0.0,SMALL BET,1.0,Low
19347903,AIK vs Häcken,2025-10-25,Allsvenskan,A,0.5757087469100952,0.0,AVOID,0.0,High
19347904,Djurgården vs Värnamo,2025-10-25,Allsvenskan,A,0.6289575099945068,0.0,SMALL BET,1.0,Low
19347905,Brommapojkarna vs GAIS,2025-10-25,Allsvenskan,A,0.624505877494812,0.0,SMALL BET,1.0,Low
19347906,Öster vs Degerfors,2025-10-25,Allsvenskan,D,0.5460052490234375,0.0,AVOID,0.0,High
19347907,Malmö FF vs Hammarby,2025-10-25,Allsvenskan,D,0.4354115426540375,0.0,AVOID,0.0,High
19347908,Mjällby vs Norrköping,2025-10-25,Allsvenskan,A,0.5984387397766113,0.0,AVOID,0.0,High
19347909,Sirius vs Elfsborg,2025-10-25,Allsvenskan,D,0.5262123346328735,0.0,AVOID,0.0,High
19347910,Halmstad vs IFK Göteborg,2025-10-25,Allsvenskan,A,0.5494866967201233,0.0,AVOID,0.0,High
19354753,Bodø / Glimt vs Molde,2025-10-26,Eliteserien,A,0.6490067839622498,0.0,SMALL BET,1.0,Low
19354754,Haugesund vs Tromsø,2025-10-26,Eliteserien,A,0.7368015050888062,0.0,SMALL BET,1.0,Low
19354755,Kristiansund vs HamKam,2025-10-26,Eliteserien,A,0.5409470200538635,0.0,AVOID,0.0,High
19354756,Rosenborg vs Brann,2025-10-26,Eliteserien,D,0.40134280920028687,0.0,AVOID,0.0,High
19354757,Sandefjord vs Fredrikstad,2025-10-26,Eliteserien,A,0.6150251030921936,0.0,SMALL BET,1.0,Low
19354758,Sarpsborg 08 vs KFUM,2025-10-26,Eliteserien,A,0.5039647817611694,0.0,AVOID,0.0,High
19354759,Viking vs Bryne,2025-10-26,Eliteserien,A,0.8715875148773193,0.0,SMALL BET,1.0,Low
19354760,Vålerenga vs Strømsgodset,2025-10-26,Eliteserien,A,0.7017512917518616,0.0,SMALL BET,1.0,Low
19347911,Djurgården vs IFK Göteborg,2025-11-01,Allsvenskan,D,0.41352325677871704,0.0,AVOID,0.0,High
19347912,Elfsborg vs AIK,2025-11-01,Allsvenskan,A,0.5337727069854736,0.0,AVOID,0.0,High
19347913,GAIS vs Öster,2025-11-01,Allsvenskan,A,0.5820906162261963,0.0,AVOID,0.0,High
19347914,Häcken vs Malmö FF,2025-11-01,Allsvenskan,A,0.5445972681045532,0.0,AVOID,0.0,High
19347915,Norrköping vs Sirius,2025-11-01,Allsvenskan,D,0.4698537290096283,0.0,AVOID,0.0,High
19347916,Halmstad vs Brommapojkarna,2025-11-01,Allsvenskan,A,0.4602935314178467,0.0,AVOID,0.0,High
19347917,Degerfors vs Hammarby,2025-11-01,Allsvenskan,A,0.4969410300254822,0.0,AVOID,0.0,High
19347918,Värnamo vs Mjällby,2025-11-01,Allsvenskan,A,0.6298420429229736,0.0,SMALL BET,1.0,Low
19354761,Bryne vs Brann,2025-11-02,Eliteserien,A,0.5020987391471863,0.0,AVOID,0.0,High
19354762,Fredrikstad vs Kristiansund,2025-11-02,Eliteserien,A,0.6116888523101807,0.0,SMALL BET,1.0,Low
19354763,HamKam vs Sandefjord,2025-11-02,Eliteserien,A,0.7646292448043823,0.0,SMALL BET,1.0,Low
19354764,KFUM vs Haugesund,2025-11-02,Eliteserien,A,0.7454342842102051,0.0,SMALL BET,1.0,Low
19354765,Molde vs Rosenborg,2025-11-02,Eliteserien,H,0.356042742729187,0.0,AVOID,0.0,High
19354766,Strømsgodset vs Viking,2025-11-02,Eliteserien,A,0.4660244286060333,0.0,AVOID,0.0,High
19354767,Tromsø vs Sarpsborg 08,2025-11-02,Eliteserien,A,0.5843080282211304,0.0,AVOID,0.0,High
19354768,Vålerenga vs Bodø / Glimt,2025-11-02,Eliteserien,A,0.5629225969314575,0.0,AVOID,0.0,High
19347919,AIK vs Halmstad,2025-11-08,Allsvenskan,A,0.5158426761627197,0.0,AVOID,0.0,High
19347920,Hammarby vs Elfsborg,2025-11-08,Allsvenskan,D,0.4802067279815674,0.0,AVOID,0.0,High
19347921,Brommapojkarna vs Degerfors,2025-11-08,Allsvenskan,A,0.43344223499298096,0.0,AVOID,0.0,High
19347922,IFK Göteborg vs Norrköping,2025-11-08,Allsvenskan,A,0.687199056148529,0.0,SMALL BET,1.0,Low
19347923,Öster vs Djurgården,2025-11-08,Allsvenskan,A,0.7073918581008911,0.0,SMALL BET,1.0,Low
19347924,Malmö FF vs GAIS,2025-11-08,Allsvenskan,A,0.7872155904769897,0.0,SMALL BET,1.0,Low
19347925,Mjällby vs Häcken,2025-11-08,Allsvenskan,A,0.4949953258037567,0.0,AVOID,0.0,High
19347926,Sirius vs Värnamo,2025-11-08,Allsvenskan,A,0.6626107692718506,0.0,SMALL BET,1.0,Low
19354769,Bodø / Glimt vs Bryne,2025-11-09,Eliteserien,A,0.4829470217227936,0.0,AVOID,0.0,High
19354770,Brann vs KFUM,2025-11-09,Eliteserien,A,0.6855064630508423,0.0,SMALL BET,1.0,Low
19354771,Haugesund vs Molde,2025-11-09,Eliteserien,A,0.6479474306106567,0.0,SMALL BET,1.0,Low
19354772,Kristiansund vs Strømsgodset,2025-11-09,Eliteserien,A,0.3886604607105255,0.0,AVOID,0.0,High
19354773,Rosenborg vs Vålerenga,2025-11-09,Eliteserien,A,0.5752448439598083,0.0,AVOID,0.0,High
19354774,Sandefjord vs Tromsø,2025-11-09,Eliteserien,A,0.44299107789993286,0.0,AVOID,0.0,High
19354775,Sarpsborg 08 vs Fredrikstad,2025-11-09,Eliteserien,A,0.7252285480499268,0.0,SMALL BET,1.0,Low
19354776,Viking vs HamKam,2025-11-09,Eliteserien,A,0.6907652616500854,0.0,SMALL BET,1.0,Low
19354777,Bryne vs Sarpsborg 08,2025-11-22,Eliteserien,D,0.49883681535720825,0.0,AVOID,0.0,High
19354778,Fredrikstad vs Viking,2025-11-22,Eliteserien,A,0.619566023349762,0.0,SMALL BET,1.0,Low
19354779,HamKam vs Haugesund,2025-11-22,Eliteserien,A,0.521807074546814,0.0,AVOID,0.0,High
19354780,KFUM vs Bodø / Glimt,2025-11-22,Eliteserien,A,0.5976237654685974,0.0,AVOID,0.0,High
19354781,Molde vs Brann,2025-11-22,Eliteserien,A,0.6385467648506165,0.0,SMALL BET,1.0,Low
19354782,Strømsgodset vs Sandefjord,2025-11-22,Eliteserien,D,0.4670301675796509,0.0,AVOID,0.0,High
19354783,Tromsø vs Rosenborg,2025-11-22,Eliteserien,A,0.7424514889717102,0.0,SMALL BET,1.0,Low
19354784,Vålerenga vs Kristiansund,2025-11-22,Eliteserien,A,0.5076690912246704,0.0,AVOID,0.0,High
19354785,Bodø / Glimt vs Fredrikstad,2025-11-30,Eliteserien,A,0.7208303213119507,0.0,SMALL BET,1.0,Low
19354786,Brann vs HamKam,2025-11-30,Eliteserien,A,0.536415696144104,0.0,AVOID,0.0,High
19354787,Haugesund vs Bryne,2025-11-30,Eliteserien,A,0.6897382140159607,0.0,SMALL BET,1.0,Low
19354788,Kristiansund vs Tromsø,2025-11-30,Eliteserien,A,0.7391113042831421,0.0,SMALL BET,1.0,Low
19354789,Rosenborg vs Strømsgodset,2025-11-30,Eliteserien,A,0.47952160239219666,0.0,AVOID,0.0,High
19354790,Sandefjord vs KFUM,2025-11-30,Eliteserien,A,0.8037825226783752,0.0,SMALL BET,1.0,Low
19354791,Sarpsborg 08 vs Molde,2025-11-30,Eliteserien,A,0.6837339401245117,0.0,SMALL BET,1.0,Low
19354792,Viking vs Vålerenga,2025-11-30,Eliteserien,A,0.858576238155365,0.0,SMALL BET,1.0,Low
